iris_1,iris_2,iris_3,iris_4,error,freq,real,imag
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.5,-0.11544451,0.99331389
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.51170569,-0.10711097,0.9942473
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.52341137,-0.098646307,0.99512303
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.53511706,-0.09004742,0.99593818
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.54682274,-0.0813111,0.99668969
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.55852843,-0.07243405,0.99737432
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.57023411,-0.063412876,0.99798867
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.5819398,-0.054244083,0.99852917
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.59364548,-0.044924076,0.99899201
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.60535117,-0.03544915,0.99937322
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.61705686,-0.025815495,0.99966858
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.62876254,-0.016019187,0.99987365
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.64046823,-0.0060561884,0.99998371
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.65217391,0.0040776574,0.99999381
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.6638796,0.014386628,0.99989868
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.67558528,0.024875123,0.99969278
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.68729097,0.035547672,0.99937022
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.69899666,0.046408931,0.99892477
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.71070234,0.057463691,0.99834983
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.72240803,0.068716876,0.99763841
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.73411371,0.080173546,0.99678308
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.7458194,0.091838902,0.99577597
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.75752508,0.10371828,0.99460872
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.76923077,0.11581717,0.99327245
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.78093645,0.12814119,0.9917577
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.79264214,0.1406961,0.99005444
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.80434783,0.15348781,0.98815196
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.81605351,0.16652237,0.98603887
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.8277592,0.17980595,0.98370303
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.83946488,0.19334487,0.98113149
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.85117057,0.20714557,0.97831041
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.86287625,0.22121459,0.97522502
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.87458194,0.23555861,0.97185953
8.04495950810802,5.459862013838121,4.864217342784857,4.739666070125522,11.77533590951529,14.88628763,0.25018438,0.96819704
