iris_1;iris_2;iris_3;iris_4;len_1;len_2;len_3;error;Goal_Met
7.98201533;5.37961216;4.688454;4.80802647;10.2402891;10.30611456;10.62645319;754.1877791;No
7.98401533;5.38161216;4.690454;4.81002647;10.2422891;10.30811456;10.62845319;754.1321135;No
7.98401533;5.38161216;4.690454;4.81002647;10.2422891;10.30811456;10.62845319;755.0747142;No
7.983149259;5.380746089;4.689587929;4.809160399;10.24142303;10.30724849;10.62758712;753.9057381;No
7.988048239;5.379929593;4.688771433;4.808343903;10.24060653;10.30643199;10.62677062;753.8250964;No
7.988048239;5.379929593;4.688771433;4.808343903;10.24060653;10.30643199;10.62677062;754.3395509;No
7.988048239;5.379929593;4.688771433;4.808343903;10.24060653;10.30643199;10.62677062;753.8388313;No
7.986717363;5.384981864;4.688027153;4.807599623;10.23986225;10.30568771;10.62602634;753.5404091;No
7.986717363;5.384981864;4.688027153;4.807599623;10.23986225;10.30568771;10.62602634;754.2357735;No
7.986717363;5.397198328;4.685583861;4.805156331;10.23741896;10.30324442;10.62358305;752.8565557;No
7.986717363;5.397198328;4.685583861;4.805156331;10.23741896;10.30324442;10.62358305;753.1777712;No
7.986717363;5.397198328;4.680850997;4.806339547;10.23860218;10.30442764;10.62476627;752.4220849;No
7.986717363;5.397198328;4.669794039;4.809103786;10.24136642;10.30719188;10.62753051;751.0564467;No
7.986717363;5.397198328;4.669794039;4.809103786;10.24136642;10.30719188;10.62753051;751.3111202;No
7.986717363;5.397198328;4.669794039;4.809103786;10.24136642;10.30719188;10.62753051;751.0846065;No
7.986717363;5.397198328;4.669794039;4.809103786;10.24136642;10.30719188;10.62753051;751.109331;No
7.986717363;5.397198328;4.669794039;4.809103786;10.24136642;10.30719188;10.62753051;751.9783092;No
7.986717363;5.397198328;4.669794039;4.809103786;10.24136642;10.30719188;10.62753051;751.0866388;No
7.986717363;5.397198328;4.669794039;4.807268754;10.239702;10.3089416;10.62928023;750.8129449;No
7.986717363;5.397198328;4.669794039;4.807268754;10.239702;10.31268326;10.62553857;750.5406217;No
7.986717363;5.397198328;4.669794039;4.807268754;10.239702;10.31268326;10.62553857;751.7077235;No
7.986717363;5.397198328;4.669794039;4.807268754;10.239702;10.31268326;10.62553857;750.5524249;No
7.987643916;5.400663747;4.666117024;4.807119444;10.23958631;10.3136977;10.62563829;749.8724027;No
7.987643916;5.400663747;4.666117024;4.807119444;10.23958631;10.3136977;10.62563829;751.1101156;No
7.987889185;5.401581082;4.665143678;4.80707992;10.23955568;10.31402814;10.62560278;749.7092374;No
7.987889185;5.401581082;4.665143678;4.80707992;10.23955568;10.31402814;10.62560278;751.7616071;No
7.987865688;5.401493202;4.665236924;4.807083706;10.23955862;10.31399649;10.62031298;749.5671718;No
7.987875689;5.401530606;4.665197235;4.807082094;10.23955737;10.31400996;10.62256449;749.2723061;No
7.993165507;5.401617656;4.665104871;4.807078344;10.23955446;10.31404132;10.62253772;749.1147809;No
7.993165507;5.401617656;4.665104871;4.807078344;10.23955446;10.31404132;10.62253772;749.4283978;No
8.093672039;5.403271596;4.663349943;4.807007082;10.23949925;10.31463709;10.62202922;745.2750436;No
8.093546832;5.413852028;4.663170342;4.806999789;10.23949359;10.31469807;10.62197718;744.9293651;No
8.093546832;5.413852028;4.663170342;4.806999789;10.23949359;10.31469807;10.62197718;746.0051572;No
8.093496851;5.418075584;4.663098647;4.806996878;10.23949134;10.31472241;10.62195641;744.7448008;No
8.093496851;5.418075584;4.663098647;4.806996878;10.23949134;10.31472241;10.62195641;745.9459024;No
8.093496851;5.418075584;4.663098647;4.806996878;10.23949134;10.31472241;10.62195641;745.2807191;No
8.093513303;5.418030878;4.661776672;4.806997836;10.23949208;10.31471439;10.62196325;744.6733836;No
8.093513303;5.418030878;4.661776672;4.806997836;10.23949208;10.31471439;10.62196325;746.6879041;No
8.09384185;5.417138111;4.662228166;4.780166219;10.23950691;10.3145544;10.6220998;742.6418374;No
8.095953233;5.411400808;4.665129657;4.607734756;10.2396022;10.31352621;10.62297736;719.7252435;No
8.095953233;5.411400808;4.665129657;4.607734756;10.2396022;10.31352621;10.62297736;727.237402;No
8.096610584;5.409614576;4.666032997;4.607743399;10.18593899;10.3132061;10.62325058;710.3705621;No
8.098961996;5.403225035;4.669264341;4.607774316;9.993980086;10.31206103;10.62422791;666.9316416;No
8.098961996;5.403225035;4.669264341;4.607774316;9.993980086;10.31206103;10.62422791;718.8520943;No
8.112992575;5.403978373;4.669198129;4.582837511;9.963264847;10.31201248;10.62403484;656.9153738;No
8.113013328;5.403979488;4.669198031;4.582800628;9.963219416;10.36571864;10.62403455;648.6642572;No
8.113013328;5.403979488;4.669198031;4.582800628;9.963219416;10.36571864;10.62403455;664.4084709;No
8.113046455;5.403981266;4.669197874;4.582741751;9.963146897;10.45144845;10.6240341;643.1392507;No
8.113046455;5.403981266;4.669197874;4.582741751;9.963146897;10.45144845;10.6240341;667.5055723;No
8.113025702;5.403980152;4.669197972;4.582778635;9.963192328;10.45144824;10.57032793;630.8502872;No
8.113014962;5.403979575;4.669198023;4.582797723;9.963215839;10.45144813;10.54253387;630.4360582;No
8.113014962;5.403979575;4.669198023;4.582797723;9.963215839;10.45144813;10.54253387;632.9845462;No
8.059308797;5.403978462;4.669198121;4.582834579;9.963261235;10.45144791;10.5425549;627.8105845;No
8.000220641;5.403977237;4.669198228;4.582875128;9.96331118;10.45144768;10.54257804;624.7425017;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;615.2686595;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;620.6415773;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;620.7217213;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;620.3523307;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;679.2151059;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;637.8104234;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;620.9317735;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;620.2849613;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;616.3228447;No
8.000259903;5.511389559;4.669198033;4.582801391;9.963220357;10.4514481;10.54253597;623.9646753;No
7.965495513;5.476853099;4.687325083;4.570500564;9.952441968;10.50051219;10.51380309;606.6679681;No
7.965495513;5.476853099;4.687325083;4.570500564;9.952441968;10.50051219;10.51380309;670.4362874;No
7.980708071;5.468460945;4.685266513;4.574749039;9.753070469;10.47903246;10.52638935;522.8901088;No
8.02158263;5.445912103;4.67973535;4.586164251;9.217380025;10.42131866;10.56020732;217.2376945;No
8.02158263;5.445912103;4.67973535;4.586164251;9.217380025;10.42131866;10.56020732;510.9328466;No
8.02158263;5.445912103;4.67973535;4.586164251;9.217380025;10.42131866;10.56020732;384.481323;No
8.023247017;5.444993928;4.679510124;4.586629072;9.220594403;10.39394122;10.56158437;212.2690036;No
8.0196197;5.446994972;4.680000974;4.585616056;9.213589081;10.40141235;10.61077773;194.9579766;No
8.0196197;5.446994972;4.680000974;4.585616056;9.213589081;10.40141235;10.61077773;246.1081307;No
8.017634218;5.448090283;4.680269651;4.585061562;9.209754582;10.40550182;10.63770467;194.8825465;No
8.066740082;5.450276288;4.680805871;4.58395491;9.20210174;10.41366353;10.63837663;194.5965088;No
8.066740082;5.450276288;4.680805871;4.58395491;9.20210174;10.41366353;10.63837663;199.7711859;No
8.04523893;5.449319139;4.680571086;4.584439461;9.20545256;10.4100899;10.63808241;194.2735546;No
8.04523893;5.449319139;4.680571086;4.584439461;9.20545256;10.4100899;10.63808241;198.1608544;No
8.04523893;5.449319139;4.680571086;4.584439461;9.20545256;10.4100899;10.63808241;204.2932296;No
8.044019086;5.46016647;4.680671734;4.584231742;9.204016121;10.41162186;10.63820854;194.0175329;No
